,time,x,y,z,rx,ry,rz,maze_type,condition,collision_status,Participant,Distance,Total Distance
1395350,1689678547286,-0.3718241,0.219,0.7117348,0,0,0,Maze3,audio_only,0,MDS03,0.0016665000000000152,271.7057141423902
1400988,1689678664237,0.5694532,0.219,-2.779421,0,0,0,Maze2,contra_visual,0,MDS03,0.008323000000000302,401.76902060676144
1407025,1689678787702,-0.7473842,0.219,-1.004606,0,0,0,Maze4,audio_only,0,MDS03,0.0,298.0416424534075
1413048,1691408368672,-1.16213,0.219,0.7439472,0,0,0,Maze2,contra_visual,0,MES18,0.0008320000000001659,429.01357431815285
1416235,1691408443657,-3.161685,0.219,-2.835771,0,0,0,Maze4,const_contra_visual,0,MES18,0.005024999999999835,273.5576694836555
1420393,1691408536941,0.5629782,0.219,0.7044619,0,0,0,Maze1,invisible,0,MES18,0.003757200000000016,319.3196780989568
1421631,1691408565107,-3.258758,0.219,-2.797115,0,0,0,Maze4,contra_audio,0,MES18,0.008367999999999931,172.13615049220743
1422675,1691408589225,-3.298635,0.219,0.3846445,0,0,0,Maze3,visual_only,0,MES18,0.008323199999999975,221.89406947120526
1423545,1691408609325,-3.254195,0.219,-2.802475,0,0,0,Maze4,all,0,MES18,0.00834699999999966,184.7262161711384
1424450,1691408629241,0.4839936,0.219,-2.784916,0,0,0,Maze2,visual_only,0,MES18,0.00835000000000008,219.6419320354072
1425995,1691408662425,-3.197506,0.219,-2.811666,0,0,0,Maze4,contra_visual,0,MES18,0.004578000000000415,262.0510454344346
1427206,1691408691075,0.4739476,0.219,-2.781175,0,0,0,Maze2,contra_audio,0,MES18,0.008323000000000302,211.48977287237452
1433216,1691408813723,0.4022651,0.219,0.793833,0,0,0,Maze1,audio_only,0,MES18,0.0016679,286.3598230536207
1436290,1691408878792,-3.305007,0.219,0.3817928,0,0,0,Maze3,const_contra_visual,0,MES18,0.008323099999999972,392.607914539008
1437203,1691408899808,0.4584254,0.219,-2.793747,0,0,0,Maze2,const_contra_audio2,0,MES18,0.008323000000000302,220.306777612232
1438470,1691408927825,-3.235002,0.219,-2.791976,0,0,0,Maze4,audio_only,0,MES18,0.0029119999999998036,308.2076297177207
1439605,1691408953375,0.4779052,0.219,-2.779106,0,0,0,Maze2,all,0,MES18,0.008340000000000014,200.0411679096439
1440691,1691408977343,0.5154279,0.219,0.8362179,0,0,0,Maze1,contra_audio,0,MES18,0.006658500000000012,181.60049158840354
1441705,1691408999658,-3.262587,0.219,0.3976341,0,0,0,Maze3,all,0,MES18,0.008323199999999975,185.95982284517711
1442580,1691409019325,-3.304488,0.219,-2.791055,0,0,0,Maze4,visual_only,0,MES18,0.008322999999999858,171.26178957633365
1443511,1691409039708,0.5163755,0.219,0.8076606,0,0,0,Maze1,all,0,MES18,0.0020846999999999394,204.9493231237621
1444505,1691409062725,-3.310028,0.219,-2.781726,0,0,0,Maze4,invisible,0,MES18,0.00416699999999981,251.25950026343367
1445675,1691409087725,-3.285829,0.219,0.3945177,0,0,0,Maze3,contra_audio,0,MES18,0.00832320000000003,208.71870315159708
1447511,1691409127409,0.5724869,0.219,0.6904249,0,0,0,Maze1,contra_visual,0,MES18,0.0012486000000000441,373.5495225086876
1448602,1691409151208,-3.221271,0.219,0.3971386,0,0,0,Maze3,const_contra_audio2,0,MES18,0.008345600000000009,186.3025166612149
1449445,1691409170143,0.5262533,0.219,0.781119,0,0,0,Maze1,visual_only,0,MES18,0.004577800000000076,191.41210819802518
1451105,1691409205076,-3.125887,0.219,0.4771784,0,0,0,Maze3,audio_only,0,MES18,0.0016661000000000037,278.8320644383827
1455705,1691409298743,0.6111507,0.219,-2.790269,0,0,0,Maze2,const_contra_visual,0,MES18,0.007927999999999713,474.88776105301986
1457087,1691409328426,-3.324555,0.219,0.386035,0,0,0,Maze3,contra_visual,0,MES18,0.00832320000000003,239.65471726815235
1458781,1691409363975,0.5672631,0.219,0.7012806,0,0,0,Maze1,const_contra_visual,0,MES18,0.004176200000000074,381.25091851950157
1464469,1691409480125,0.4556583,0.219,-2.79132,0,0,0,Maze2,invisible,0,MES18,0.011253999999999653,415.7854387285185
1465335,1691409499325,0.5271446,0.219,0.7640018,0,0,0,Maze1,const_contra_audio2,0,MES18,0.0025041999999999565,190.5360909092136
1469095,1691409576776,0.3554207,0.219,-2.886349,0,0,0,Maze2,audio_only,0,MES18,0.004995000000000083,426.6485873401635
1470310,1691409603292,-3.412246,0.219,0.4240946,0,0,0,Maze3,invisible,0,MES18,0.0083434,328.357013478801
1471186,1691409622559,-3.266199,0.219,-2.794878,0,0,0,Maze4,const_contra_audio2,0,MES18,0.008353000000000055,184.77107330844726
1473930,1689767319237,0.6691335,0.2189999,-2.81998,0,0,0,Maze2,const_contra_visual,0,MIS09,0.008323000000000302,493.0438868617289
1474769,1689767338802,-3.163356,0.219,-2.844646,0,0,0,Maze4,visual_only,0,MIS09,0.016680000000000028,181.42127009306557
1478851,1689767421920,0.5922641,0.219,0.6941019,0,0,0,Maze1,contra_visual,0,MIS09,0.008323199999999975,400.90452705715364
1480597,1689767458869,-3.321986,0.219,-2.791631,0,0,0,Maze4,const_contra_visual,0,MIS09,0.008338000000000179,282.392582271125
1481494,1689767478703,-3.156281,0.219,0.4510787,0,0,0,Maze3,visual_only,0,MIS09,0.016671800000000014,234.34095392104993
1485725,1689767564903,0.4379281,0.219,-2.809328,0,0,0,Maze2,audio_only,0,MIS09,0.008322999999999858,442.3809416670787
1486546,1689767584236,-3.35239,0.219,-2.798214,0,0,0,Maze4,contra_visual,0,MIS09,0.008348000000000244,272.2814014878815
1487458,1689767603886,0.5341843,0.219,0.7730315,0,0,0,Maze1,const_contra_audio2,0,MIS09,0.008323199999999975,200.4671962885712
1488641,1689767629369,-3.516706,0.219,-2.897453,0,0,0,Maze4,invisible,0,MIS09,0.00834199999999985,259.07245222098993
1490718,1689767672936,0.4262752,0.219,-2.80365,0,0,0,Maze2,contra_visual,0,MIS09,0.008344000000000129,447.61909224184745
1491676,1689767693720,-3.259828,0.219,-2.800328,0,0,0,Maze4,contra_audio,0,MIS09,0.008322999999999858,182.81734976792097
1492689,1689767715319,0.4020853,0.219,-2.826418,0,0,0,Maze2,const_contra_audio2,0,MIS09,0.008323999999999998,233.7621709016506
1494091,1689767745219,-3.424672,0.219,0.4158745,0,0,0,Maze3,invisible,0,MIS09,0.008339600000000003,340.29537031627393
1495121,1689767767537,0.4372818,0.219,-2.794339,0,0,0,Maze2,all,0,MIS09,0.002923000000000009,212.19982983495171
1496218,1689767791056,-3.356797,0.219,0.392398,0,0,0,Maze3,contra_visual,0,MIS09,0.008345500000000006,251.48310227472595
1496997,1689767808385,-3.263864,0.219,-2.793087,0,0,0,Maze4,const_contra_audio2,0,MIS09,0.008335999999999899,193.9559204786369
1497808,1689767825836,0.4932384,0.219,-2.781501,0,0,0,Maze2,contra_audio,0,MIS09,0.00834299999999999,223.84156973075252
1499097,1689767853136,0.5266621,0.219,0.888947,0,0,0,Maze1,invisible,0,MIS09,0.008323199999999975,329.06085535937444
1500295,1689767878519,-3.182391,0.219,0.4333709,0,0,0,Maze3,const_contra_audio2,0,MIS09,0.016660600000000025,194.98276768178283
1501031,1689767894502,0.5846249,0.219,0.6911342,0,0,0,Maze1,visual_only,0,MIS09,0.008323199999999975,201.45403917091767
1501858,1689767912621,-3.275368,0.219,0.3869058,0,0,0,Maze3,all,0,MIS09,0.008349700000000015,193.1693755561915
1504221,1689767961219,0.5323843,0.219,0.8463871,0,0,0,Maze1,audio_only,0,MIS09,0.00833320000000004,300.24556164577774
1510237,1689768083150,-2.271576,0.2198156,-0.9518238,0,0,0,Maze2,invisible,0,MIS09,0.0,450.9327355691198
1511027,1689768101719,0.5480017,0.219,0.7472089,0,0,0,Maze1,contra_audio,0,MIS09,0.008343700000000065,190.08712960111197
1512301,1689768128386,-3.169266,0.219,0.4411869,0,0,0,Maze3,audio_only,0,MIS09,0.008338399999999968,285.97821451169744
1514119,1689768166619,0.5552226,0.219,0.9689358,0,0,0,Maze1,const_contra_visual,0,MIS09,0.008334000000000064,397.81836308071
1515616,1689768197886,-3.18511,0.219,-2.822071,0,0,0,Maze4,audio_only,0,MIS09,0.008323999999999998,316.3414192603356
1516420,1689768215386,0.4815485,0.219,-2.791645,0,0,0,Maze2,visual_only,0,MIS09,0.01667799999999975,231.85778189704692
1517191,1689768232619,0.5275126,0.219,0.7888499,0,0,0,Maze1,all,0,MIS09,0.008323283210969114,212.45996848070627
1518031,1689768250819,-3.240645,0.219,0.3986208,0,0,0,Maze3,contra_audio,0,MIS09,0.008323199999999975,216.08526613345913
1519024,1689768271953,-3.274301,0.219,-2.788823,0,0,0,Maze4,all,0,MIS09,0.00834299999999999,195.2364590194051
1520829,1689768309402,-3.402096,0.219,0.4024792,0,0,0,Maze3,const_contra_visual,0,MIS09,0.008352599999999988,408.7027160030313
1526870,1692256799783,-1.145331,0.219,0.6626967,0,0,0,Maze1,contra_visual,0,NTS31,0.0,418.5267591933624
1528298,1692256841016,-3.258058,0.219,-2.787092,0,0,0,Maze4,all,0,NTS31,0.005420680584576038,202.136115465347
1534333,1692256965934,-0.2810154,0.219,0.5962824,0,0,0,Maze3,const_contra_visual,0,NTS31,0.0004157999999999662,423.2441269166088
1538453,1692257054418,0.5117204,0.219,0.8529594,0,0,0,Maze1,invisible,0,NTS31,0.0029175999999999647,340.10266191393197
1540548,1692257100667,-3.239356,0.219,-2.807063,0,0,0,Maze4,contra_audio,0,NTS31,0.016664999999999708,190.26548546434893
1542203,1692257136934,0.540722,0.219,0.7874459,0,0,0,Maze1,const_contra_audio2,0,NTS31,0.016666600000000087,210.3213687587631
1548248,1692257259633,-1.218068,0.219,1.365753,0,0,0,Maze3,contra_visual,0,NTS31,0.0,262.07137334952796
1550163,1692257308333,0.4673273,0.219,-2.795956,0,0,0,Maze2,contra_audio,0,NTS31,0.008337999999999735,232.7644033036161
1552497,1692257361316,-3.30071,0.219,-2.799331,0,0,0,Maze4,contra_visual,0,NTS31,0.01665800000000006,282.45722148448385
1554033,1692257398616,-3.249621,0.219,0.3908637,0,0,0,Maze3,contra_audio,0,NTS31,0.008334699999999973,228.79500302214097
1559880,1692257520033,-3.238349,0.219,-2.796503,0,0,0,Maze4,const_contra_visual,0,NTS31,0.008338999999999874,295.65312569429824
1562348,1692257577931,0.4983718,0.219,-2.767918,0,0,0,Maze2,invisible,0,NTS31,0.0024969999999999715,464.6551172144574
1563815,1692257614814,-3.287056,0.219,0.3866472,0,0,0,Maze3,const_contra_audio2,0,NTS31,0.008337800000000006,205.94355697716668
1565089,1692257645581,0.5439433,0.219,0.7435954,0,0,0,Maze1,visual_only,0,NTS31,0.008325099999999974,211.1836521431821
1569809,1692257744730,-3.421093,0.219,-2.814829,0,0,0,Maze4,invisible,0,NTS31,0.008335000000000203,279.4673734912016
1571712,1692257789014,0.4156298,0.219,-2.819942,0,0,0,Maze2,all,0,NTS31,0.01669900000000002,224.89403828445185
1575452,1692257867164,0.5421292,0.219,0.9597887,0,0,0,Maze1,audio_only,0,NTS31,0.014584077361972547,309.3074494326469
1576495,1692257896448,-3.253755,0.219,-2.792963,0,0,0,Maze4,visual_only,0,NTS31,0.008335999999999899,188.87450639715743
1577600,1692257925099,0.5704814,0.219,0.7053864,0,0,0,Maze1,all,0,NTS31,0.008344800000000041,222.2637002876339
1579120,1692257959865,0.4641846,0.219,-2.785348,0,0,0,Maze2,visual_only,0,NTS31,0.008344000000000129,239.03779956364986
1584787,1692258076799,-3.188134,0.219,-2.825953,0,0,0,Maze4,audio_only,0,NTS31,0.008335000000000203,330.06554748207583
1590810,1692258205231,-1.39143,0.219,1.621353,0,0,0,Maze2,const_contra_visual,0,NTS31,0.0,511.43143969483106
1591940,1692258248499,-3.264111,0.219,-2.794321,0,0,0,Maze4,const_contra_audio2,0,NTS31,0.008325000000000138,201.38977104384884
1597974,1692258374197,-1.348876,0.219,-0.9186105,0,0,0,Maze2,audio_only,0,NTS31,0.0,457.29990768765055
1604022,1692258503530,-3.272794,0.219,-0.1445786,0,0,0,Maze3,invisible,0,NTS31,0.008324999999999999,354.07311768445913
1610070,1692258630179,0.4591143,0.219,-1.593218,0,0,0,Maze2,contra_visual,0,NTS31,0.01668599999999998,466.46775090010226
1611275,1692258657463,0.5359389,0.219,0.7829325,0,0,0,Maze1,contra_audio,0,NTS31,0.016665700000000006,196.12283318792782
1612602,1692258690196,-3.233247,0.219,0.3971751,0,0,0,Maze3,all,0,NTS31,0.008339099999999988,200.55701116064603
1613925,1692258722712,0.490078,0.219,-2.787925,0,0,0,Maze2,const_contra_audio2,0,NTS31,0.016665000000000152,244.7362027470852
1616786,1692258783846,-3.134255,0.219,0.4762713,0,0,0,Maze3,audio_only,0,NTS31,0.008338400000000024,299.4574601512637
1622826,1692258911212,-1.139148,0.219,-0.02473137,0,0,0,Maze1,const_contra_visual,0,NTS31,0.0020812600000000014,414.6304081292934
1624383,1692258944412,-3.281226,0.219,0.3820314,0,0,0,Maze3,visual_only,0,NTS31,0.008340500000000028,243.5446771087076
1630427,1692001654477,0.7499999,0.219,0.9461336,0,0,0,Maze2,audio_only,0,PSS19,0.0,472.7741882376345
1633867,1692001734377,0.5368216,0.2189998,0.7735807,0,0,0,Maze1,contra_visual,0,PSS19,0.008334300000000017,433.1388274363945
1635284,1692001768493,0.5746902,0.219,-2.779348,0,0,0,Maze2,all,0,PSS19,0.008325000000000138,231.8979938306923
1639724,1692001862493,0.5557355,0.219,0.7353175,0,0,0,Maze1,const_contra_visual,0,PSS19,0.007492500000000013,428.76684133737035
1642451,1692001927392,0.4636758,0.219,-2.792168,0,0,0,Maze2,contra_visual,0,PSS19,0.008325000000000138,476.3600708016359
1643252,1692001946843,0.5239522,0.219,0.8135519,0,0,0,Maze1,contra_audio,0,PSS19,0.008336299999999963,203.16779714215397
1646259,1692002010742,-3.365612,0.219,0.3890924,0,0,0,Maze3,contra_visual,0,PSS19,0.00834370000000001,272.24866798340366
1647052,1692002030342,0.5234007,0.219,0.8578761,0,0,0,Maze1,all,0,PSS19,0.008325000000000027,232.13098042878204
1647911,1692002051442,-3.331133,0.219,-2.793889,0,0,0,Maze4,const_contra_audio2,0,PSS19,0.008325000000000138,209.25735257853984
1650929,1692002113959,-3.441343,0.219,0.440247,0,0,0,Maze3,audio_only,0,PSS19,0.008340300000000023,313.2974061552587
1652492,1692002152775,-3.288375,0.219,-2.787932,0,0,0,Maze4,contra_visual,0,PSS19,0.008325000000000138,292.5750670337406
1653433,1692002175575,0.5460496,0.219,-2.785904,0,0,0,Maze2,visual_only,0,PSS19,0.016688999999999954,251.14609593631764
1654389,1692002197625,-3.351757,0.219,0.3851721,0,0,0,Maze3,const_contra_audio2,0,PSS19,0.008339800000000008,216.79955533328226
1656902,1692002254108,-3.289973,0.219,-2.790116,0,0,0,Maze4,const_contra_visual,0,PSS19,0.008335999999999899,305.39248400166684
1657951,1692002281142,0.5733803,0.219,-2.777005,0,0,0,Maze2,contra_audio,0,PSS19,0.008323999999999998,244.93249220370225
1658739,1692002301209,0.5297058,0.219,0.9151257,0,0,0,Maze1,const_contra_audio2,0,PSS19,0.00790919999999995,217.41858029192176
1660955,1692002348308,-3.444473,0.219,-2.825224,0,0,0,Maze4,invisible,0,PSS19,0.008344000000000129,287.2222404530675
1661851,1692002372674,0.5313612,0.219,-2.770187,0,0,0,Maze2,const_contra_audio2,0,PSS19,0.008325000000000138,257.1762369705639
1665290,1692002445291,-3.127756,0.219,0.4805174,0,0,0,Maze3,const_contra_visual,0,PSS19,0.008324999999999971,434.84539729948466
1670728,1692002556724,0.5375237,0.219,0.9348222,0,0,0,Maze1,invisible,0,PSS19,0.008325000000000027,356.91374376559895
1671529,1692002576974,-3.304944,0.219,-2.792308,0,0,0,Maze4,visual_only,0,PSS19,0.00833499999999976,196.16771540224232
1677547,1692002701855,0.1620636,0.219,0.7795128,0,0,0,Maze2,const_contra_visual,0,PSS19,0.0,533.8853347080535
1678425,1692002723457,-3.27008,0.219,0.3891273,0,0,0,Maze3,visual_only,0,PSS19,0.008340799999999982,251.35570608704762
1679180,1692002740906,-3.313871,0.219,-2.786417,0,0,0,Maze4,contra_audio,0,PSS19,0.008337000000000039,199.34242236182772
1680019,1692002759390,-3.298848,0.219,0.3860462,0,0,0,Maze3,all,0,PSS19,0.008337199999999989,213.0871664566174
1680740,1692002775557,0.5199652,0.219,0.8582187,0,0,0,Maze1,visual_only,0,PSS19,0.008324899999999968,220.87170444896984
1681512,1692002793023,-3.285644,0.219,-2.800629,0,0,0,Maze4,all,0,PSS19,0.01667699999999961,209.5268408834238
1685050,1692002866623,0.5628258,0.219,0.9827787,0,0,0,Maze1,audio_only,0,PSS19,0.008335800000000004,324.0838204919546
1687678,1692002923589,-3.451611,0.219,0.452311,0,0,0,Maze3,invisible,0,PSS19,0.008325000000000027,362.5608735550845
1690179,1692002976456,-3.451596,0.219,-2.828077,0,0,0,Maze4,audio_only,0,PSS19,0.008344000000000129,339.81492798391173
1693259,1692003041672,0.6991578,0.219,-2.844535,0,0,0,Maze2,invisible,0,PSS19,0.008335000000000203,480.7513277269516
1695335,1691403304547,-3.238914,0.219,0.3930133,0,0,0,Maze3,contra_audio,0,STS17,0.00832320000000003,250.9209251459919
1697491,1691403353430,0.5959489,0.219,0.6875471,0,0,0,Maze1,invisible,0,STS17,0.01667160000000001,370.81973642643504
1699074,1691403389480,-3.279985,0.219,-2.793238,0,0,0,Maze4,const_contra_visual,0,STS17,0.008323000000000302,313.9038380233504
1699853,1691403408213,0.5213848,0.219,0.837545,0,0,0,Maze1,const_contra_audio2,0,STS17,0.008323300000000033,226.96680592345965
1705874,1691403531612,0.3648281,0.219,-1.082562,0,0,0,Maze2,audio_only,0,STS17,0.0,493.4941755763465
1707974,1691403579063,0.5212574,0.219,0.8861986,0,0,0,Maze1,const_contra_visual,0,STS17,0.007907600000000015,439.15582600180136
1708900,1691403600814,-3.313544,0.219,-2.792244,0,0,0,Maze4,contra_audio,0,STS17,0.008345999999999965,206.67312473657327
1709729,1691403619096,-3.331748,0.219,0.3820513,0,0,0,Maze3,visual_only,0,STS17,0.008323199999999975,263.5521184248511
1710417,1691403634896,0.5292206,0.219,0.8539153,0,0,0,Maze1,contra_audio,0,STS17,0.008323200000000086,212.99954752303788
1715307,1691403734514,0.3768091,0.2190002,-2.853067,0,0,0,Maze2,invisible,0,STS17,0.008323999999999998,499.06114729092064
1716067,1691403751697,-3.367835,0.219,-2.80552,0,0,0,Maze4,all,0,STS17,0.008322999999999858,219.47664361423992
1717149,1691403774580,0.5097264,0.219,-2.777596,0,0,0,Maze2,visual_only,0,STS17,0.008322999999999858,263.1881930733598
1717933,1691403791330,-3.246254,0.219,0.3906996,0,0,0,Maze3,all,0,STS17,0.008323199999999975,223.6363333135956
1720028,1691403835482,0.5910177,0.219,-2.775857,0,0,0,Maze2,const_contra_visual,0,STS17,0.008353000000598198,547.8223481703292
1721854,1691403873965,0.5216231,0.219,0.8238804,0,0,0,Maze1,contra_visual,0,STS17,0.008362599999999998,445.3765457510873
1723093,1691403900796,-3.427542,0.219,0.4257803,0,0,0,Maze3,invisible,0,STS17,0.008323199999999975,370.602867608251
1724525,1691403931096,-3.321879,0.219,-2.789071,0,0,0,Maze4,contra_visual,0,STS17,0.00834099999999971,303.71992183490767
1725937,1691403961347,-3.163722,0.219,0.4424687,0,0,0,Maze3,audio_only,0,STS17,0.008323199999999975,326.1678671657069
1726717,1691403980096,0.5226752,0.219,0.8533584,0,0,0,Maze1,visual_only,0,STS17,0.008323199999999975,230.72713905656437
1728158,1691404012430,-3.471412,0.219,0.4636267,0,0,0,Maze3,const_contra_visual,0,STS17,0.008345900000000017,443.7498369407187
1728934,1691404029630,0.5426718,0.219,-2.772681,0,0,0,Maze2,all,0,STS17,0.008335999999999899,242.95072885921746
1729584,1691404043697,-3.279017,0.2189999,-2.789854,0,0,0,Maze4,const_contra_audio2,0,STS17,0.008323999999999998,218.98966274116825
1730382,1691404060747,0.5591405,0.219,-2.782431,0,0,0,Maze2,contra_audio,0,STS17,0.00834099999999971,257.63159098079535
1731470,1691404083496,-3.395438,0.219,-2.802953,0,0,0,Maze4,invisible,0,STS17,0.008332000000000228,297.7233801085983
1732259,1691404100497,0.566763,0.219,-2.771226,0,0,0,Maze2,const_contra_audio2,0,STS17,0.008322999999999858,269.45817054890347
1733029,1691404116947,0.5239353,0.219,0.8151788,0,0,0,Maze1,all,0,STS17,0.008323199999999975,240.0589631409793
1735125,1691404160014,-3.231678,0.219,-2.797934,0,0,0,Maze4,audio_only,0,STS17,0.008323999999999998,351.49612235030816
1739138,1691404242697,0.5617611,0.219,-2.772483,0,0,0,Maze2,contra_visual,0,STS17,0.008343999999999685,500.2596975424403
1739896,1691404267947,-3.224972,0.219,-2.816041,0,0,0,Maze4,visual_only,0,STS17,0.016658999999999757,206.10885183333852
1740654,1691404284580,-3.305205,0.219,0.3812892,0,0,0,Maze3,const_contra_audio2,0,STS17,0.00834790000000002,228.96231891471487
1742722,1691404326997,0.5466838,0.219,0.7390193,0,0,0,Maze1,audio_only,0,STS17,0.008323200000600817,338.31027152711073
1744258,1691404360264,-3.346743,0.219,0.3841826,0,0,0,Maze3,contra_visual,0,STS17,0.008323299999999978,280.9954182789164
1750303,1692101916686,-3.383589,0.219,-1.319535,0,0,0,Maze4,const_contra_visual,0,TBS27,0.012082999999999844,329.1527155103056
1756345,1692102049552,-2.246766,0.219,-1.199448,0,0,0,Maze2,contra_visual,0,TBS27,0.0,520.6728020321318
1762385,1692102177886,-1.216231,0.219,-0.2247511,0,0,0,Maze1,audio_only,0,TBS27,0.008324999999999999,349.1932900234815
1763356,1692102201103,-3.199446,0.219,-2.816523,0,0,0,Maze4,visual_only,0,TBS27,0.008325000000000138,213.79178498904645
1764413,1692102225836,-3.194205,0.219,0.4213969,0,0,0,Maze3,const_contra_audio2,0,TBS27,0.016659300000000044,241.66708843077038
1765778,1692102255952,0.5480043,0.219,0.7526096,0,0,0,Maze1,invisible,0,TBS27,0.01459569999999999,381.66346932872005
1767021,1692102287002,-3.492357,0.219,-2.86282,0,0,0,Maze4,contra_visual,0,TBS27,0.008323999999999998,311.488159775482
1773053,1692102410751,0.3983866,0.219,0.8025037,0,0,0,Maze2,audio_only,0,TBS27,0.0,509.5013064461706
1774720,1692102448718,-3.425108,0.219,0.4217269,0,0,0,Maze3,contra_visual,0,TBS27,0.008325000000000027,289.5662085422413
1778738,1692102533952,0.5508018,0.219,0.9455551,0,0,0,Maze1,const_contra_visual,0,TBS27,0.007922300000000049,455.219784791218
1780710,1692102579318,-3.236237,0.219,-2.79878,0,0,0,Maze4,audio_only,0,TBS27,0.008340000000000014,359.07264917956036
1781700,1692102603402,-3.222615,0.219,0.3971638,0,0,0,Maze3,contra_audio,0,TBS27,0.008366600000000002,263.27903038917384
1782666,1692102626168,0.4064604,0.219,-2.821712,0,0,0,Maze2,visual_only,0,TBS27,0.008336000000000343,273.8244271935971
1783721,1692102649801,-3.249865,0.219,-2.80056,0,0,0,Maze4,all,0,TBS27,0.008335999999999899,230.2157492695386
1784448,1692102666451,0.6479685,0.219,0.6445321,0,0,0,Maze1,visual_only,0,TBS27,0.007922299999999938,240.38286730863558
1786225,1692102706001,-3.478758,0.219,0.4758307,0,0,0,Maze3,const_contra_visual,0,TBS27,0.008324999999999971,452.35080930666857
1787062,1692102727317,0.5757372,0.219,0.7099864,0,0,0,Maze1,const_contra_audio2,0,TBS27,0.015415899999999927,236.78818263603395
1788188,1692102754067,0.3434823,0.219,-2.988075,0,0,0,Maze2,all,0,TBS27,0.00835760000000002,250.00653999570008
1789083,1692102773634,-3.148236,0.219,0.4471639,0,0,0,Maze3,visual_only,0,TBS27,0.00249710000000003,274.5483151486378
1789965,1692102793467,0.5279875,0.219,0.7596647,0,0,0,Maze1,all,0,TBS27,0.0016669000000000267,249.7664624082267
1790873,1692102814384,-3.261293,0.219,-2.787076,0,0,0,Maze4,contra_audio,0,TBS27,0.0024969999999999715,214.09464863698562
1796878,1692102937465,-1.931227,0.219,0.8485605,0,0,0,Maze2,invisible,0,TBS27,0.0,523.4994793975837
1797699,1692102958166,-3.189916,0.219,-2.817463,0,0,0,Maze4,const_contra_audio2,0,TBS27,0.0045785164627857415,226.57708302170485
1799850,1692103003250,-3.296607,0.219,0.3861987,0,0,0,Maze3,audio_only,0,TBS27,0.008333599999999997,338.5276899709631
1802834,1692103067517,-3.509922,0.219,-2.888918,0,0,0,Maze4,invisible,0,TBS27,0.00833499999999976,309.4308807167777
1803728,1692103104149,-3.223432,0.219,0.3948478,0,0,0,Maze3,all,0,TBS27,0.007492432743108085,236.3348903138058
1804626,1692103124432,0.3364321,0.219,-2.986632,0,0,0,Maze2,const_contra_audio2,0,TBS27,0.006244742841782992,280.40546090115816
1805495,1692103144182,0.5396791,0.219,0.7500392,0,0,0,Maze1,contra_audio,0,TBS27,0.004578899999999941,220.32094396130307
1811505,1692103266948,-0.6462042,0.219,0.6382338,0,0,0,Maze2,const_contra_visual,0,TBS27,0.0,566.8281809686047
1813747,1692103315232,0.5220112,0.219,0.8440391,0,0,0,Maze1,contra_visual,0,TBS27,0.008358900000000058,455.746332468885
1814738,1692103339632,0.4230037,0.219,-2.813472,0,0,0,Maze2,contra_audio,0,TBS27,0.008325999999999834,265.1049037580726
1816447,1692103376532,-3.505614,0.219,0.5393645,0,0,0,Maze3,invisible,0,TBS27,0.008339500000000055,382.71873954833393
1822475,1692188154063,0.4804853,0.219,-2.779481,0,0,0,Maze2,contra_visual,0,TCS30,0.008325000000600739,550.9193153014584
1825514,1692188223279,-3.252809,0.219,-2.794499,0,0,0,Maze4,const_contra_visual,0,TCS30,0.008334000000000064,342.8776588152344
1827583,1692188268279,0.5204238,0.219,0.8085729,0,0,0,Maze1,invisible,0,TCS30,0.004166499999999962,394.6824781144171
1829793,1692188314546,-3.291213,0.219,-2.792207,0,0,0,Maze4,contra_audio,0,TCS30,0.005827999999999722,222.89749313808377
1830834,1692188339395,-3.291293,0.219,0.3796018,0,0,0,Maze3,visual_only,0,TCS30,0.008340499999999973,287.2825194891134
1831870,1692188363696,-3.232457,0.219,-2.792919,0,0,0,Maze4,all,0,TCS30,0.002917999999999754,239.25480258382828
1833095,1692188390546,0.4208125,0.219,-2.812066,0,0,0,Maze2,visual_only,0,TCS30,0.008337000000000039,286.19651677118566
1834511,1692188423878,-3.29288,0.219,-2.790107,0,0,0,Maze4,contra_visual,0,TCS30,0.008324999999999694,321.7097920235837
1835779,1692188452762,0.4705505,0.219,-2.785424,0,0,0,Maze2,contra_audio,0,TCS30,0.00834099999999971,277.54750561076867
1841826,1692188576411,-1.100366,0.219,-1.965698,0,0,0,Maze1,audio_only,0,TCS30,0.0012510000000001131,361.82846010070386
1847868,1692188702143,-0.8724389,0.219,0.8021388,0,0,0,Maze3,const_contra_visual,0,TCS30,0.0,475.9205857098417
1848976,1692188727560,0.4443659,0.219,-2.805979,0,0,0,Maze2,const_contra_audio2,0,TCS30,0.016668999999999823,289.04927749258917
1853664,1692188824960,-3.117308,0.219,-2.877303,0,0,0,Maze4,audio_only,0,TCS30,0.008325000000000138,374.8544575494138
1854617,1692188847377,0.4892231,0.219,-2.791363,0,0,0,Maze2,all,0,TCS30,0.008325000000000138,262.3852698425767
1855444,1692188866811,0.5337591,0.219,0.7662517,0,0,0,Maze1,contra_audio,0,TCS30,0.008343600000000007,227.3119332058875
1856387,1692188887643,-3.312855,0.219,0.3841443,0,0,0,Maze3,all,0,TCS30,0.008334100000000011,243.89582860779078
1857301,1692188907927,-3.304874,0.219,-2.798605,0,0,0,Maze4,visual_only,0,TCS30,0.016667999999999683,222.92913106241386
