Condition 1,Condition 2,Cohen's d,P-value
Only Visual,OnlyAudio,9.724227787367285,2.83724573855231e-17
Only Visual,Rotation Contra Visual,4.813477455789246,1.7182544906962877e-12
Only Visual,Contra Visual,2.602378439208262,1.567022917708513e-08
OnlyAudio,Rotation Contra Visual,-0.4629100498862752,0.08262239198015026
OnlyAudio,Contra Visual,-1.023289020193302,0.0008486499891461889
Rotation Contra Visual,Contra Visual,-0.6151246852292459,0.025628261383191665
